1223,0,1,4,2
1224,0,1,4,1
1225,0,1,4,2
1226,0,1,4,2
1227,0,1,4,1
1229,0,0,4,1
1230,0,1,4,1
1231,0,1,4,1
1233,0,1,4,1
1234,0,1,4,1
1235,0,1,4,1
1236,0,1,4,1
1237,0,1,4,1
1238,0,1,4,1
1239,0,1,4,1
1240,0,1,4,1
1241,0,1,4,1
1242,0,1,4,1
1243,0,1,4,1
1244,0,1,4,1
1245,0,1,4,1
1246,0,1,4,1
1247,0,1,4,1
1248,0,1,4,1
1249,0,1,4,0
1250,0,1,4,1
1251,0,1,4,1
1252,1,1,4,2
1253,0,1,4,1
1254,0,1,4,1
1255,0,1,4,1
1256,1,1,4,1
1257,1,1,4,1
1258,0,1,4,2
1259,0,1,4,2
1260,0,1,4,2
1261,0,1,4,2
1262,1,1,4,2
1263,0,1,4,2
1264,0,1,4,2
1265,0,1,4,2
1266,0,1,4,2
1267,0,1,4,1
1268,0,1,4,2
1269,0,3,4,1
1270,0,3,4,1
1271,0,1,4,2
1272,0,1,4,2
1273,0,1,4,1
1274,0,1,4,1
1275,0,1,4,2
1276,0,1,4,0
1277,0,1,4,2
1278,0,1,4,2
1279,0,1,4,1
1280,0,1,4,1
1281,0,1,4,2
1282,0,1,4,2
1283,1,0,4,2
1284,0,1,4,2
1285,1,3,4,2
1286,1,0,4,2
1287,0,1,4,2
1288,0,1,4,2
1289,0,1,4,2
1290,0,1,4,2
1291,0,1,4,2
1292,0,1,4,1
1293,0,1,4,2
1294,0,1,4,2
1295,0,1,4,2
1296,0,1,4,1
1297,1,1,4,1
1298,1,3,2,2
1299,0,1,4,2
1300,0,1,4,1
1301,0,1,4,2
1302,0,1,4,2
1303,1,1,4,1
1304,0,3,4,1
1305,0,3,4,1
1306,0,1,4,1
1307,0,1,4,1
1308,0,3,4,1
1309,1,3,4,2
1310,0,1,4,1
1311,0,1,4,1
1312,0,3,4,2
1313,0,1,4,2
1314,0,1,4,1
1315,0,1,4,1
1316,0,1,4,1
1317,0,3,4,1
1318,0,1,4,1
1319,0,1,4,1
1320,0,1,4,1
1321,0,1,4,2
1322,1,3,4,1
1323,0,1,4,2
1324,0,1,4,1
1325,0,1,4,2
1326,0,1,4,1
1327,0,1,4,1
1328,0,1,4,2
1329,0,1,4,1
1330,0,1,4,1
1331,0,1,4,1
1332,0,1,4,1
1333,0,1,4,2
1334,0,1,0,2
1335,1,0,4,1
1336,0,1,4,1
1337,0,1,4,2
1338,0,1,4,1
1339,0,1,4,1
1340,0,1,4,1
1341,0,1,4,1
1342,0,1,4,2
1343,1,1,4,2
1344,0,1,4,2
1345,1,1,4,2
1346,0,1,4,2
1347,0,1,4,2
1348,0,1,4,0
1349,0,1,4,2
1350,0,1,4,2
1351,0,1,4,1
1352,1,1,4,1
1353,1,1,4,1
1354,1,1,4,2
1355,1,3,4,2
1356,0,1,4,1
1357,0,1,4,1
1358,0,1,4,2
1359,0,1,4,2
1360,0,1,1,2
1361,0,1,1,1
1362,0,1,1,1
1363,1,1,4,2
1364,1,1,4,1
1365,0,1,4,2
1366,1,3,4,2
1367,0,1,4,1
1368,1,1,4,1
1369,0,1,4,1
1370,0,1,4,1
1371,1,1,4,2
1372,1,1,4,2
1373,0,1,4,1
1374,1,0,4,2
1375,1,1,4,1
1376,1,1,4,1
1377,0,1,4,2
1378,0,1,4,2
1379,1,1,4,2
1380,0,1,4,2
1381,1,3,4,2
1382,1,3,4,2
1383,1,1,4,1
1384,1,1,4,2
1385,1,1,4,1
1386,1,1,4,0
1387,1,1,4,2
1388,1,1,4,1
1389,0,1,4,2
1390,0,1,4,2
1391,0,1,4,2
1392,0,1,4,2
1393,1,1,4,1
1394,0,1,4,1
1395,1,1,4,1
1396,1,1,4,1
1397,1,1,4,1
1398,0,1,4,1
1399,0,1,4,1
1400,1,1,4,1
1401,1,1,4,2
1402,0,1,4,2
1403,0,1,4,2
1404,1,1,4,2
1405,0,1,4,2
1406,0,0,4,2
1407,1,1,4,2
1408,0,1,4,2
1409,0,1,4,2
1410,1,1,4,2
1411,1,1,4,2
1412,1,1,4,2
1413,1,1,4,2
1414,0,1,4,2
1415,1,1,4,2
1416,0,1,4,2
1417,0,1,4,2
1418,1,1,4,2
1419,0,1,4,2
1420,1,1,4,2
1421,0,1,4,2
1422,1,1,4,2
1423,1,1,4,2
1424,1,1,4,0
1425,0,3,2,2
1426,0,1,4,2
1427,0,1,4,2
1428,1,1,4,2
